epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,27762.5,0.1394,0.43475,0.93485,0.99974,0.99979,0.995,0.995,0.26128,0.24854,0.36334,0.006337,0.006337,0.006337
187,28008.1,0.13732,0.42688,0.93499,0.99975,0.99982,0.995,0.995,0.25921,0.24483,0.35989,0.0063172,0.0063172,0.0063172
188,28253.8,0.13937,0.43107,0.93527,0.99975,0.99983,0.995,0.995,0.25974,0.24374,0.36037,0.0062974,0.0062974,0.0062974
189,28499.5,0.1402,0.4343,0.93535,0.99974,0.99985,0.995,0.995,0.26223,0.24527,0.3649,0.0062776,0.0062776,0.0062776
190,28745.1,0.14053,0.43388,0.93565,0.99973,0.99989,0.995,0.995,0.26514,0.24263,0.36875,0.0062578,0.0062578,0.0062578
191,28990.7,0.13839,0.42623,0.93331,0.99972,0.99989,0.995,0.995,0.26769,0.24239,0.37145,0.006238,0.006238,0.006238
192,29236.2,0.13738,0.42857,0.93394,0.99973,0.99987,0.995,0.995,0.27088,0.24274,0.37614,0.0062182,0.0062182,0.0062182
193,29481.8,0.13714,0.42668,0.93348,0.99974,0.99987,0.995,0.995,0.27187,0.24445,0.37668,0.0061984,0.0061984,0.0061984
194,29727.4,0.13707,0.4291,0.93273,0.99974,0.99989,0.995,0.995,0.26958,0.24457,0.37258,0.0061786,0.0061786,0.0061786
195,29973,0.13743,0.42515,0.93424,0.99975,0.99989,0.995,0.995,0.27183,0.24359,0.37543,0.0061588,0.0061588,0.0061588
196,30218.5,0.13804,0.4258,0.93307,0.99975,0.99989,0.995,0.995,0.27086,0.24236,0.3743,0.006139,0.006139,0.006139
197,30464,0.139,0.42226,0.93373,0.99976,0.99987,0.995,0.995,0.26634,0.24019,0.36809,0.0061192,0.0061192,0.0061192
198,30709.3,inf,0.42485,0.93328,0.99975,0.99987,0.995,0.995,0.2594,0.23945,0.35914,0.0060994,0.0060994,0.0060994
199,30954.8,0.14044,0.43411,0.93462,0.99975,0.99984,0.995,0.995,0.25693,0.23987,0.35609,0.0060796,0.0060796,0.0060796
200,31200.2,0.13587,0.42915,0.93171,0.99975,0.99981,0.995,0.995,0.25552,0.23839,0.35529,0.0060598,0.0060598,0.0060598
201,31445.6,inf,0.42851,0.934,0.99976,0.9998,0.995,0.995,0.25513,0.23892,0.35499,0.00604,0.00604,0.00604
202,31691.1,0.1343,0.41857,0.93309,0.99976,0.99982,0.995,0.995,0.2529,0.23742,0.35136,0.0060202,0.0060202,0.0060202
203,31936.5,0.13584,0.42294,0.93206,0.99977,0.99986,0.995,0.995,0.25039,0.23651,0.34733,0.0060004,0.0060004,0.0060004
204,32182,0.13751,0.42226,0.93218,0.99977,0.99989,0.995,0.995,0.25238,0.2383,0.35058,0.0059806,0.0059806,0.0059806
205,32427.6,0.13876,0.42198,0.93529,0.99976,0.99989,0.995,0.995,0.25407,0.24053,0.35346,0.0059608,0.0059608,0.0059608
206,32673.1,inf,0.42343,0.93205,0.99977,0.99989,0.995,0.995,0.2547,0.23959,0.35441,0.005941,0.005941,0.005941
207,32918.5,inf,0.41585,0.92989,0.99977,0.99989,0.995,0.995,0.25229,0.23696,0.35172,0.0059212,0.0059212,0.0059212
208,33164,0.13421,0.4181,0.93245,0.99978,0.99989,0.995,0.995,0.24995,0.23543,0.34898,0.0059014,0.0059014,0.0059014
209,33409.4,0.13575,0.42066,0.93257,0.99978,0.99989,0.995,0.995,0.24802,0.23558,0.34691,0.0058816,0.0058816,0.0058816
210,33654.8,0.13441,0.41733,0.93214,0.99978,0.99989,0.995,0.995,0.24536,0.23436,0.34303,0.0058618,0.0058618,0.0058618
211,33900.3,inf,0.41832,0.93229,0.99978,0.99989,0.995,0.995,0.24905,0.23592,0.34774,0.005842,0.005842,0.005842
212,34145.7,inf,0.41337,0.93199,0.99978,0.99989,0.995,0.995,0.25518,0.24007,0.35443,0.0058222,0.0058222,0.0058222
213,34391.1,0.13602,0.4198,0.93292,0.99978,0.99989,0.995,0.995,0.25936,0.24446,0.35928,0.0058024,0.0058024,0.0058024
214,34636.6,0.13312,0.41694,0.93303,0.99978,0.99989,0.995,0.995,0.26037,0.24469,0.36021,0.0057826,0.0057826,0.0057826
215,34882.2,0.13206,0.41429,0.93195,0.99977,0.99988,0.995,0.995,0.26038,0.24333,0.36047,0.0057628,0.0057628,0.0057628
216,35127.6,0.13059,0.40992,0.93014,0.99977,0.99988,0.995,0.995,0.2607,0.24417,0.36063,0.005743,0.005743,0.005743
217,35373.1,0.13229,0.41213,0.93234,0.99977,0.99988,0.995,0.995,0.26394,0.2476,0.36322,0.0057232,0.0057232,0.0057232
218,35618.5,inf,0.41119,0.93152,0.99977,0.99988,0.995,0.995,0.26268,0.24925,0.36125,0.0057034,0.0057034,0.0057034
219,35863.9,0.13076,0.41308,0.93053,0.99976,0.99989,0.995,0.995,0.26272,0.25114,0.36038,0.0056836,0.0056836,0.0056836
220,36109.4,0.12962,0.40625,0.93004,0.99977,0.99989,0.995,0.995,0.26407,0.25366,0.36095,0.0056638,0.0056638,0.0056638
221,36354.9,0.13088,0.40788,0.93007,0.99977,0.99989,0.995,0.995,0.26676,0.25618,0.36354,0.005644,0.005644,0.005644
222,36600.6,0.1295,0.40651,0.93058,0.99977,0.99987,0.995,0.995,0.26807,0.25694,0.36566,0.0056242,0.0056242,0.0056242
223,36846.4,0.13161,0.40873,0.93077,0.99978,0.99987,0.995,0.995,0.26778,0.25732,0.3644,0.0056044,0.0056044,0.0056044
224,37092.1,0.13351,0.41123,0.93031,0.99978,0.99989,0.995,0.995,0.27153,0.262,0.36745,0.0055846,0.0055846,0.0055846
225,37337.8,0.1306,0.40553,0.92927,0.99977,0.99989,0.995,0.995,0.27648,0.26681,0.37088,0.0055648,0.0055648,0.0055648
226,37583.6,0.13255,0.40671,0.92974,0.99977,0.99986,0.995,0.995,0.28351,0.27292,0.37597,0.005545,0.005545,0.005545
227,37829.5,0.12995,0.40561,0.92834,0.99977,0.99983,0.995,0.995,0.28512,0.27267,0.37642,0.0055252,0.0055252,0.0055252
228,38075.3,0.13014,0.39971,0.92731,0.99978,0.99984,0.995,0.995,0.28447,0.27187,0.37472,0.0055054,0.0055054,0.0055054
229,38321.2,0.13249,0.40491,0.93091,0.99978,0.99989,0.995,0.995,0.27865,0.26697,0.36909,0.0054856,0.0054856,0.0054856
230,38567.1,0.1296,0.40734,0.9288,0.99978,0.99989,0.995,0.995,0.27458,0.26604,0.3634,0.0054658,0.0054658,0.0054658
231,38813,0.13076,0.40597,0.92893,0.99978,0.99989,0.995,0.995,0.27185,0.26539,0.36053,0.005446,0.005446,0.005446
232,39058.8,0.12871,0.40375,0.92786,0.99978,0.99989,0.995,0.995,0.26622,0.26113,0.35473,0.0054262,0.0054262,0.0054262
233,39304.7,0.12964,0.40277,0.92827,0.99978,0.99989,0.995,0.995,0.26211,0.25726,0.35154,0.0054064,0.0054064,0.0054064
234,39550.5,0.12995,0.4055,0.93051,0.99978,0.99989,0.995,0.995,0.26375,0.25793,0.35098,0.0053866,0.0053866,0.0053866
235,39796.3,0.1328,0.40937,0.93042,0.99978,0.99989,0.995,0.995,0.26581,0.26076,0.35202,0.0053668,0.0053668,0.0053668
236,40042,0.13166,0.40547,0.92936,0.99978,0.99989,0.995,0.995,0.26818,0.2655,0.35375,0.005347,0.005347,0.005347
237,40287.9,0.13205,0.40742,0.93083,0.99979,0.99989,0.995,0.995,0.26956,0.26848,0.35511,0.0053272,0.0053272,0.0053272
238,40533.7,0.12952,0.39989,0.92848,0.99979,0.99985,0.995,0.995,0.27003,0.26978,0.35477,0.0053074,0.0053074,0.0053074
239,40779.4,0.13045,0.4022,0.9313,0.99979,0.99984,0.995,0.995,0.27316,0.2726,0.35616,0.0052876,0.0052876,0.0052876
240,41025.3,0.13011,0.40424,0.92984,0.99979,0.99983,0.995,0.995,0.27248,0.27133,0.3549,0.0052678,0.0052678,0.0052678
241,41271,0.12877,0.40066,0.92877,0.99978,0.99982,0.995,0.995,0.27483,0.27382,0.35602,0.005248,0.005248,0.005248
242,41516.7,0.12654,0.39991,0.92908,0.99978,0.99981,0.995,0.995,0.27446,0.27287,0.3568,0.0052282,0.0052282,0.0052282
243,41762.2,0.12741,0.39788,0.92952,0.99978,0.99981,0.995,0.995,0.26974,0.26921,0.35373,0.0052084,0.0052084,0.0052084
244,42008,0.12692,0.39829,0.92852,0.99978,0.99986,0.995,0.995,0.26049,0.25948,0.34643,0.0051886,0.0051886,0.0051886
